stimuliId,partID,condition,obj,count_per_obj_per_part
38,14,non-restrictive,banana,0
38,14,non-restrictive,mitten,0
38,14,non-restrictive,marker,0
38,14,non-restrictive,key,0
17,14,restrictive,lantern,0
17,14,restrictive,backpack,2
17,14,restrictive,ribbon,0
17,14,restrictive,dress,0
9,14,restrictive,table,0
9,14,restrictive,telephone,0
9,14,restrictive,television,0
9,14,restrictive,piano,0
19,14,restrictive,leaf,0
19,14,restrictive,football,0
19,14,restrictive,stick,0
19,14,restrictive,feather,0
8,14,non-restrictive,toy-bear,0
8,14,non-restrictive,microscope,0
8,14,non-restrictive,child,0
8,14,non-restrictive,tv-monitor,0
25,14,restrictive,plate,0
25,14,restrictive,potato,0
25,14,restrictive,glass,0
25,14,restrictive,rabbit,46
13,14,restrictive,birds,0
13,14,restrictive,sun,0
13,14,restrictive,car,0
13,14,restrictive,boat,0
20,14,non-restrictive,spatula,0
20,14,non-restrictive,bowl,0
20,14,non-restrictive,bread,0
20,14,non-restrictive,spoon,0
12,14,non-restrictive,duck,0
12,14,non-restrictive,bricks,0
12,14,non-restrictive,bell,0
12,14,non-restrictive,drum,0
21,14,restrictive,block,0
21,14,restrictive,crayon,0
21,14,restrictive,cup,4
21,14,restrictive,kitten,0
31,14,restrictive,headphones,0
31,14,restrictive,dice,0
31,14,restrictive,cap,0
31,14,restrictive,watch,0
15,14,restrictive,hen,0
15,14,restrictive,dog,0
15,14,restrictive,bird,0
15,14,restrictive,ball,0
35,14,restrictive,pillow,0
35,14,restrictive,radio,0
35,14,restrictive,puzzle,0
35,14,restrictive,notebook,0
23,14,restrictive,towel,0
23,14,restrictive,coat,0
23,14,restrictive,hook,0
23,14,restrictive,poster,0
6,14,non-restrictive,mountain,38
6,14,non-restrictive,animal,1
6,14,non-restrictive,cactus,0
6,14,non-restrictive,moon,0
36,14,non-restrictive,mirror,0
36,14,non-restrictive,pot,12
36,14,non-restrictive,mascara,23
36,14,non-restrictive,brush,4
30,14,non-restrictive,newspaper,0
30,14,non-restrictive,comb,0
30,14,non-restrictive,eraser,0
30,14,non-restrictive,tissue,19
18,14,non-restrictive,wood,0
18,14,non-restrictive,bucket,0
18,14,non-restrictive,stone,0
18,14,non-restrictive,rope,0
28,14,non-restrictive,frame,0
28,14,non-restrictive,picture,0
28,14,non-restrictive,lamp,0
28,14,non-restrictive,switch,0
41,14,restrictive,pin,0
41,14,restrictive,toothbrish,0
41,14,restrictive,iron,0
41,14,restrictive,blouse,0
45,14,restrictive,glass,0
45,14,restrictive,ladle,0
45,14,restrictive,hammer,0
45,14,restrictive,dough,0
50,14,non-restrictive,stamp,0
50,14,non-restrictive,envelope,0
50,14,non-restrictive,rubberband,0
50,14,non-restrictive,scissors,0
24,14,non-restrictive,needle,6
24,14,non-restrictive,card,45
24,14,non-restrictive,scarf,0
24,14,non-restrictive,pencil,0
10,14,non-restrictive,book,11
10,14,non-restrictive,door,0
10,14,non-restrictive,cup,0
10,14,non-restrictive,bag,0
2,14,non-restrictive,wine,0
2,14,non-restrictive,cheese,0
2,14,non-restrictive,chair,0
2,14,non-restrictive,lipstick,0
39,14,restrictive,cloth,0
39,14,restrictive,apron,0
39,14,restrictive,mop,0
39,14,restrictive,broom,0
27,14,restrictive,coaster,0
27,14,restrictive,candle,7
27,14,restrictive,package,49
27,14,restrictive,coin,46
44,14,non-restrictive,bolt,0
44,14,non-restrictive,handle,0
44,14,non-restrictive,safe,0
44,14,non-restrictive,pan,0
42,14,non-restrictive,orange,18
42,14,non-restrictive,stone,0
42,14,non-restrictive,cone,0
42,14,non-restrictive,shell,0
43,14,restrictive,ruler,0
43,14,restrictive,shirt,8
43,14,restrictive,apple,26
43,14,restrictive,chalk,0
16,14,non-restrictive,magnifying-glass,0
16,14,non-restrictive,folder,46
16,14,non-restrictive,hat,0
16,14,non-restrictive,wallet,0
1,15,non-restrictive,toy-car,0
1,15,non-restrictive,toy-train,0
1,15,non-restrictive,ball,0
1,15,non-restrictive,cake,0
30,15,restrictive,newspaper,0
30,15,restrictive,comb,0
30,15,restrictive,eraser,0
30,15,restrictive,tissue,0
37,15,non-restrictive,papers,0
37,15,non-restrictive,boxes,0
37,15,non-restrictive,clips,0
37,15,non-restrictive,lego,0
44,15,restrictive,bolt,0
44,15,restrictive,handle,0
44,15,restrictive,safe,0
44,15,restrictive,pan,0
12,15,restrictive,duck,0
12,15,restrictive,bricks,0
12,15,restrictive,bell,0
12,15,restrictive,drum,0
35,15,non-restrictive,pillow,0
35,15,non-restrictive,radio,0
35,15,non-restrictive,puzzle,0
35,15,non-restrictive,notebook,0
43,15,non-restrictive,ruler,0
43,15,non-restrictive,shirt,0
43,15,non-restrictive,apple,0
43,15,non-restrictive,chalk,0
45,15,non-restrictive,glass,0
45,15,non-restrictive,ladle,0
45,15,non-restrictive,hammer,0
45,15,non-restrictive,dough,0
15,15,non-restrictive,hen,0
15,15,non-restrictive,dog,0
15,15,non-restrictive,bird,0
15,15,non-restrictive,ball,0
49,15,non-restrictive,pump,0
49,15,non-restrictive,flag,0
49,15,non-restrictive,pouch,0
49,15,non-restrictive,balloon,0
46,15,restrictive,carrot,0
46,15,restrictive,laddle,0
46,15,restrictive,peeler,0
46,15,restrictive,pot,0
48,15,restrictive,roller,0
48,15,restrictive,footstool,0
48,15,restrictive,carpet,0
48,15,restrictive,dustpan,0
40,15,restrictive,mat,0
40,15,restrictive,buckle,0
40,15,restrictive,shoelace,0
40,15,restrictive,shampoo,0
8,15,restrictive,toy-bear,0
8,15,restrictive,microscope,0
8,15,restrictive,child,0
8,15,restrictive,tv-monitor,0
39,15,non-restrictive,cloth,0
39,15,non-restrictive,apron,0
39,15,non-restrictive,mop,0
39,15,non-restrictive,broom,0
26,15,restrictive,canvas,0
26,15,restrictive,keyboard,0
26,15,restrictive,peach,0
26,15,restrictive,rope,0
13,15,non-restrictive,birds,0
13,15,non-restrictive,sun,0
13,15,non-restrictive,car,0
13,15,non-restrictive,boat,0
7,15,non-restrictive,jug,0
7,15,non-restrictive,mushrooms,0
7,15,non-restrictive,knife,0
7,15,non-restrictive,weighing-scales,0
42,15,restrictive,orange,0
42,15,restrictive,stone,0
42,15,restrictive,cone,0
42,15,restrictive,shell,0
11,15,non-restrictive,wastebin,0
11,15,non-restrictive,washing-machine,0
11,15,non-restrictive,mirror,15
11,15,non-restrictive,dog,0
38,15,restrictive,banana,0
38,15,restrictive,mitten,0
38,15,restrictive,marker,0
38,15,restrictive,key,0
6,15,restrictive,mountain,0
6,15,restrictive,animal,0
6,15,restrictive,cactus,0
6,15,restrictive,moon,0
10,15,restrictive,book,0
10,15,restrictive,door,34
10,15,restrictive,cup,0
10,15,restrictive,bag,0
14,15,restrictive,cigarettes,0
14,15,restrictive,filofax,94
14,15,restrictive,briefcase,0
14,15,restrictive,glasses,0
2,15,restrictive,wine,0
2,15,restrictive,cheese,0
2,15,restrictive,chair,0
2,15,restrictive,lipstick,0
27,15,non-restrictive,coaster,0
27,15,non-restrictive,candle,0
27,15,non-restrictive,package,0
27,15,non-restrictive,coin,0
34,15,restrictive,suitcase,0
34,15,restrictive,envelope,0
34,15,restrictive,box,0
34,15,restrictive,gift,0
29,15,non-restrictive,glove,0
29,15,non-restrictive,nut,0
29,15,non-restrictive,sock,0
29,15,non-restrictive,milk,0
36,15,restrictive,mirror,0
36,15,restrictive,pot,0
36,15,restrictive,mascara,0
36,15,restrictive,brush,0
28,15,restrictive,frame,0
28,15,restrictive,picture,0
28,15,restrictive,lamp,0
28,15,restrictive,switch,0
47,15,non-restrictive,stand,0
47,15,non-restrictive,violin,0
47,15,non-restrictive,bow,0
47,15,non-restrictive,gum,0
41,15,non-restrictive,pin,0
41,15,non-restrictive,toothbrish,0
41,15,non-restrictive,iron,0
41,15,non-restrictive,blouse,0
33,15,non-restrictive,mug,0
33,15,non-restrictive,biscuit,0
33,15,non-restrictive,kettle,0
33,15,non-restrictive,beer,0
9,15,non-restrictive,table,0
9,15,non-restrictive,telephone,0
9,15,non-restrictive,television,0
9,15,non-restrictive,piano,0
5,15,non-restrictive,paper-plane,0
5,15,non-restrictive,acorns,0
5,15,non-restrictive,shuttle-cock,0
5,15,non-restrictive,ball,0
17,15,non-restrictive,lantern,0
17,15,non-restrictive,backpack,0
17,15,non-restrictive,ribbon,0
17,15,non-restrictive,dress,0
18,15,restrictive,wood,0
18,15,restrictive,bucket,0
18,15,restrictive,stone,0
18,15,restrictive,rope,0
32,15,restrictive,sponge,0
32,15,restrictive,seed,0
32,15,restrictive,bottle,0
32,15,restrictive,lemon,0
20,15,restrictive,spatula,0
20,15,restrictive,bowl,0
20,15,restrictive,bread,0
20,15,restrictive,spoon,0
25,15,non-restrictive,plate,66
25,15,non-restrictive,potato,0
25,15,non-restrictive,glass,0
25,15,non-restrictive,rabbit,0
31,15,non-restrictive,headphones,0
31,15,non-restrictive,dice,0
31,15,non-restrictive,cap,0
31,15,non-restrictive,watch,0
3,15,non-restrictive,dustbin,0
3,15,non-restrictive,man,0
3,15,non-restrictive,car,0
3,15,non-restrictive,houses,0
24,15,restrictive,needle,0
24,15,restrictive,card,0
24,15,restrictive,scarf,0
24,15,restrictive,pencil,0
50,15,restrictive,stamp,0
50,15,restrictive,envelope,0
50,15,restrictive,rubberband,0
50,15,restrictive,scissors,0
23,15,non-restrictive,towel,0
23,15,non-restrictive,coat,0
23,15,non-restrictive,hook,0
23,15,non-restrictive,poster,0
4,15,restrictive,stool,0
4,15,restrictive,rocking-horse,0
4,15,restrictive,baby,0
4,15,restrictive,plant,0
22,15,restrictive,flower,0
22,15,restrictive,magazine,0
22,15,restrictive,vase,0
22,15,restrictive,cushion,0
16,15,restrictive,magnifying-glass,0
16,15,restrictive,folder,0
16,15,restrictive,hat,0
16,15,restrictive,wallet,0
21,15,non-restrictive,block,0
21,15,non-restrictive,crayon,0
21,15,non-restrictive,cup,0
21,15,non-restrictive,kitten,0
19,15,non-restrictive,leaf,0
19,15,non-restrictive,football,0
19,15,non-restrictive,stick,0
19,15,non-restrictive,feather,0
15,16,restrictive,ball,0
15,16,restrictive,hen,0
15,16,restrictive,dog,0
15,16,restrictive,bird,0
28,16,non-restrictive,switch,0
28,16,non-restrictive,frame,0
28,16,non-restrictive,picture,37
28,16,non-restrictive,lamp,0
21,16,restrictive,kitten,0
21,16,restrictive,block,0
21,16,restrictive,crayon,0
21,16,restrictive,cup,0
45,16,restrictive,dough,0
45,16,restrictive,glass,0
45,16,restrictive,ladle,0
45,16,restrictive,hammer,0
8,16,non-restrictive,tv-monitor,0
8,16,non-restrictive,toy-bear,0
8,16,non-restrictive,microscope,0
8,16,non-restrictive,child,85
6,16,non-restrictive,moon,0
6,16,non-restrictive,mountain,109
6,16,non-restrictive,animal,45
6,16,non-restrictive,cactus,0
7,16,restrictive,weighing-scales,0
7,16,restrictive,jug,0
7,16,restrictive,mushrooms,0
7,16,restrictive,knife,0
37,16,restrictive,lego,0
37,16,restrictive,papers,0
37,16,restrictive,boxes,0
37,16,restrictive,clips,0
50,16,non-restrictive,scissors,0
50,16,non-restrictive,stamp,4
50,16,non-restrictive,envelope,0
50,16,non-restrictive,rubberband,0
12,16,non-restrictive,drum,0
12,16,non-restrictive,duck,0
12,16,non-restrictive,bricks,0
12,16,non-restrictive,bell,0
38,16,non-restrictive,key,0
38,16,non-restrictive,banana,0
38,16,non-restrictive,mitten,0
38,16,non-restrictive,marker,0
34,16,non-restrictive,gift,0
34,16,non-restrictive,suitcase,0
34,16,non-restrictive,envelope,0
34,16,non-restrictive,box,0
19,16,restrictive,feather,0
19,16,restrictive,leaf,0
19,16,restrictive,football,0
19,16,restrictive,stick,0
47,16,restrictive,gum,0
47,16,restrictive,stand,0
47,16,restrictive,violin,0
47,16,restrictive,bow,0
32,16,non-restrictive,lemon,0
32,16,non-restrictive,sponge,0
32,16,non-restrictive,seed,0
32,16,non-restrictive,bottle,0
30,16,non-restrictive,tissue,0
30,16,non-restrictive,newspaper,0
30,16,non-restrictive,comb,0
30,16,non-restrictive,eraser,0
25,16,restrictive,rabbit,0
25,16,restrictive,plate,0
25,16,restrictive,potato,0
25,16,restrictive,glass,0
36,16,non-restrictive,brush,0
36,16,non-restrictive,mirror,0
36,16,non-restrictive,pot,0
36,16,non-restrictive,mascara,0
9,16,restrictive,piano,0
9,16,restrictive,table,0
9,16,restrictive,telephone,0
9,16,restrictive,television,0
3,16,restrictive,houses,0
3,16,restrictive,dustbin,0
3,16,restrictive,man,0
3,16,restrictive,car,0
44,16,non-restrictive,pan,0
44,16,non-restrictive,bolt,0
44,16,non-restrictive,handle,0
44,16,non-restrictive,safe,0
22,16,non-restrictive,cushion,0
22,16,non-restrictive,flower,0
22,16,non-restrictive,magazine,0
22,16,non-restrictive,vase,0
18,16,non-restrictive,rope,0
18,16,non-restrictive,wood,0
18,16,non-restrictive,bucket,0
18,16,non-restrictive,stone,0
20,16,non-restrictive,spoon,0
20,16,non-restrictive,spatula,0
20,16,non-restrictive,bowl,0
20,16,non-restrictive,bread,0
1,16,restrictive,cake,0
1,16,restrictive,toy-car,0
1,16,restrictive,toy-train,0
1,16,restrictive,ball,0
41,16,restrictive,blouse,0
41,16,restrictive,pin,0
41,16,restrictive,toothbrish,0
41,16,restrictive,iron,0
10,16,non-restrictive,bag,0
10,16,non-restrictive,book,0
10,16,non-restrictive,door,0
10,16,non-restrictive,cup,0
16,16,non-restrictive,wallet,0
16,16,non-restrictive,magnifying-glass,0
16,16,non-restrictive,folder,0
16,16,non-restrictive,hat,0
33,16,restrictive,beer,0
33,16,restrictive,mug,0
33,16,restrictive,biscuit,0
33,16,restrictive,kettle,0
49,16,restrictive,balloon,0
49,16,restrictive,pump,0
49,16,restrictive,flag,0
49,16,restrictive,pouch,0
29,16,restrictive,milk,0
29,16,restrictive,glove,0
29,16,restrictive,nut,0
29,16,restrictive,sock,0
24,16,non-restrictive,pencil,0
24,16,non-restrictive,needle,0
24,16,non-restrictive,card,0
24,16,non-restrictive,scarf,0
17,16,restrictive,dress,0
17,16,restrictive,lantern,0
17,16,restrictive,backpack,0
17,16,restrictive,ribbon,0
14,16,non-restrictive,glasses,0
14,16,non-restrictive,cigarettes,0
14,16,non-restrictive,filofax,0
14,16,non-restrictive,briefcase,0
2,16,non-restrictive,lipstick,0
2,16,non-restrictive,wine,0
2,16,non-restrictive,cheese,0
2,16,non-restrictive,chair,0
46,16,non-restrictive,pot,0
46,16,non-restrictive,carrot,6
46,16,non-restrictive,laddle,0
46,16,non-restrictive,peeler,0
35,16,restrictive,notebook,0
35,16,restrictive,pillow,0
35,16,restrictive,radio,0
35,16,restrictive,puzzle,0
13,16,restrictive,boat,0
13,16,restrictive,birds,0
13,16,restrictive,sun,0
13,16,restrictive,car,0
26,16,non-restrictive,rope,0
26,16,non-restrictive,canvas,0
26,16,non-restrictive,keyboard,0
26,16,non-restrictive,peach,0
4,16,non-restrictive,plant,0
4,16,non-restrictive,stool,0
4,16,non-restrictive,rocking-horse,0
4,16,non-restrictive,baby,0
39,16,restrictive,broom,0
39,16,restrictive,cloth,0
39,16,restrictive,apron,0
39,16,restrictive,mop,0
27,16,restrictive,coin,0
27,16,restrictive,coaster,0
27,16,restrictive,candle,0
27,16,restrictive,package,0
31,16,restrictive,watch,0
31,16,restrictive,headphones,0
31,16,restrictive,dice,0
31,16,restrictive,cap,0
5,16,restrictive,ball,0
5,16,restrictive,paper-plane,0
5,16,restrictive,acorns,0
5,16,restrictive,shuttle-cock,2
43,16,restrictive,chalk,0
43,16,restrictive,ruler,0
43,16,restrictive,shirt,0
43,16,restrictive,apple,0
11,16,restrictive,dog,0
11,16,restrictive,wastebin,0
11,16,restrictive,washing-machine,0
11,16,restrictive,mirror,0
40,16,non-restrictive,shampoo,0
40,16,non-restrictive,mat,0
40,16,non-restrictive,buckle,0
40,16,non-restrictive,shoelace,0
42,16,non-restrictive,shell,0
42,16,non-restrictive,orange,0
42,16,non-restrictive,stone,0
42,16,non-restrictive,cone,0
48,16,non-restrictive,dustpan,0
48,16,non-restrictive,roller,0
48,16,non-restrictive,footstool,0
48,16,non-restrictive,carpet,0
23,16,restrictive,poster,0
23,16,restrictive,towel,0
23,16,restrictive,coat,0
23,16,restrictive,hook,0
37,17,non-restrictive,lego,0
37,17,non-restrictive,papers,0
37,17,non-restrictive,boxes,0
37,17,non-restrictive,clips,0
4,17,restrictive,plant,0
4,17,restrictive,stool,0
4,17,restrictive,rocking-horse,0
4,17,restrictive,baby,23
12,17,restrictive,drum,0
12,17,restrictive,duck,0
12,17,restrictive,bricks,0
12,17,restrictive,bell,2
49,17,non-restrictive,balloon,0
49,17,non-restrictive,pump,0
49,17,non-restrictive,flag,0
49,17,non-restrictive,pouch,0
10,17,restrictive,bag,13
10,17,restrictive,book,0
10,17,restrictive,door,0
10,17,restrictive,cup,0
42,17,restrictive,shell,0
42,17,restrictive,orange,119
42,17,restrictive,stone,0
42,17,restrictive,cone,0
35,17,non-restrictive,notebook,0
35,17,non-restrictive,pillow,0
35,17,non-restrictive,radio,0
35,17,non-restrictive,puzzle,0
32,17,restrictive,lemon,0
32,17,restrictive,sponge,0
32,17,restrictive,seed,0
32,17,restrictive,bottle,0
31,17,non-restrictive,watch,0
31,17,non-restrictive,headphones,0
31,17,non-restrictive,dice,0
31,17,non-restrictive,cap,0
45,17,non-restrictive,dough,0
45,17,non-restrictive,glass,0
45,17,non-restrictive,ladle,0
45,17,non-restrictive,hammer,0
38,17,restrictive,key,0
38,17,restrictive,banana,0
38,17,restrictive,mitten,19
38,17,restrictive,marker,30
16,17,restrictive,wallet,0
16,17,restrictive,magnifying-glass,0
16,17,restrictive,folder,0
16,17,restrictive,hat,0
25,17,non-restrictive,rabbit,0
25,17,non-restrictive,plate,0
25,17,non-restrictive,potato,0
25,17,non-restrictive,glass,0
28,17,restrictive,switch,0
28,17,restrictive,frame,0
28,17,restrictive,picture,0
28,17,restrictive,lamp,0
21,17,non-restrictive,kitten,0
21,17,non-restrictive,block,0
21,17,non-restrictive,crayon,0
21,17,non-restrictive,cup,0
41,17,non-restrictive,blouse,0
41,17,non-restrictive,pin,0
41,17,non-restrictive,toothbrish,0
41,17,non-restrictive,iron,29
15,17,non-restrictive,ball,0
15,17,non-restrictive,hen,0
15,17,non-restrictive,dog,0
15,17,non-restrictive,bird,0
34,17,restrictive,gift,0
34,17,restrictive,suitcase,29
34,17,restrictive,envelope,0
34,17,restrictive,box,38
11,17,non-restrictive,dog,0
11,17,non-restrictive,wastebin,0
11,17,non-restrictive,washing-machine,0
11,17,non-restrictive,mirror,0
50,17,restrictive,scissors,0
50,17,restrictive,stamp,0
50,17,restrictive,envelope,0
50,17,restrictive,rubberband,0
39,17,non-restrictive,broom,0
39,17,non-restrictive,cloth,2
39,17,non-restrictive,apron,0
39,17,non-restrictive,mop,0
20,17,restrictive,spoon,0
20,17,restrictive,spatula,0
20,17,restrictive,bowl,0
20,17,restrictive,bread,0
30,17,restrictive,tissue,0
30,17,restrictive,newspaper,0
30,17,restrictive,comb,0
30,17,restrictive,eraser,50
33,17,non-restrictive,beer,0
33,17,non-restrictive,mug,4
33,17,non-restrictive,biscuit,39
33,17,non-restrictive,kettle,31
6,17,restrictive,moon,0
6,17,restrictive,mountain,58
6,17,restrictive,animal,0
6,17,restrictive,cactus,0
9,17,non-restrictive,piano,0
9,17,non-restrictive,table,0
9,17,non-restrictive,telephone,0
9,17,non-restrictive,television,0
5,17,non-restrictive,ball,0
5,17,non-restrictive,paper-plane,0
5,17,non-restrictive,acorns,47
5,17,non-restrictive,shuttle-cock,0
46,17,restrictive,pot,0
46,17,restrictive,carrot,0
46,17,restrictive,laddle,0
46,17,restrictive,peeler,0
43,17,non-restrictive,chalk,40
43,17,non-restrictive,ruler,26
43,17,non-restrictive,shirt,0
43,17,non-restrictive,apple,0
47,17,non-restrictive,gum,0
47,17,non-restrictive,stand,0
47,17,non-restrictive,violin,10
47,17,non-restrictive,bow,0
26,17,restrictive,rope,0
26,17,restrictive,canvas,0
26,17,restrictive,keyboard,0
26,17,restrictive,peach,0
18,17,restrictive,rope,0
18,17,restrictive,wood,52
18,17,restrictive,bucket,12
18,17,restrictive,stone,0
36,17,restrictive,brush,24
36,17,restrictive,mirror,18
36,17,restrictive,pot,0
36,17,restrictive,mascara,0
7,17,non-restrictive,weighing-scales,0
7,17,non-restrictive,jug,0
7,17,non-restrictive,mushrooms,0
7,17,non-restrictive,knife,0
48,17,restrictive,dustpan,0
48,17,restrictive,roller,0
48,17,restrictive,footstool,0
48,17,restrictive,carpet,52
13,17,non-restrictive,boat,0
13,17,non-restrictive,birds,0
13,17,non-restrictive,sun,0
13,17,non-restrictive,car,91
29,17,non-restrictive,milk,0
29,17,non-restrictive,glove,0
29,17,non-restrictive,nut,0
29,17,non-restrictive,sock,0
24,17,restrictive,pencil,0
24,17,restrictive,needle,0
24,17,restrictive,card,0
24,17,restrictive,scarf,0
22,17,restrictive,cushion,0
22,17,restrictive,flower,0
22,17,restrictive,magazine,11
22,17,restrictive,vase,20
23,17,non-restrictive,poster,0
23,17,non-restrictive,towel,0
23,17,non-restrictive,coat,0
23,17,non-restrictive,hook,0
2,17,restrictive,lipstick,0
2,17,restrictive,wine,0
2,17,restrictive,cheese,0
2,17,restrictive,chair,0
14,17,restrictive,glasses,0
14,17,restrictive,cigarettes,63
14,17,restrictive,filofax,29
14,17,restrictive,briefcase,0
3,17,non-restrictive,houses,0
3,17,non-restrictive,dustbin,0
3,17,non-restrictive,man,0
3,17,non-restrictive,car,0
8,17,restrictive,tv-monitor,0
8,17,restrictive,toy-bear,0
8,17,restrictive,microscope,0
8,17,restrictive,child,0
40,17,restrictive,shampoo,0
40,17,restrictive,mat,0
40,17,restrictive,buckle,0
40,17,restrictive,shoelace,0
1,17,non-restrictive,cake,66
1,17,non-restrictive,toy-car,2
1,17,non-restrictive,toy-train,0
1,17,non-restrictive,ball,0
27,17,non-restrictive,coin,0
27,17,non-restrictive,coaster,0
27,17,non-restrictive,candle,0
27,17,non-restrictive,package,17
44,17,restrictive,pan,0
44,17,restrictive,bolt,23
44,17,restrictive,handle,12
44,17,restrictive,safe,0
19,17,non-restrictive,feather,0
19,17,non-restrictive,leaf,0
19,17,non-restrictive,football,0
19,17,non-restrictive,stick,0
17,17,non-restrictive,dress,0
17,17,non-restrictive,lantern,0
17,17,non-restrictive,backpack,0
17,17,non-restrictive,ribbon,11
15,18,restrictive,bird,0
15,18,restrictive,ball,0
15,18,restrictive,hen,0
15,18,restrictive,dog,0
23,18,restrictive,hook,0
23,18,restrictive,poster,0
23,18,restrictive,towel,0
23,18,restrictive,coat,0
5,18,restrictive,shuttle-cock,0
5,18,restrictive,ball,0
5,18,restrictive,paper-plane,0
5,18,restrictive,acorns,0
40,18,non-restrictive,shoelace,0
40,18,non-restrictive,shampoo,0
40,18,non-restrictive,mat,0
40,18,non-restrictive,buckle,0
20,18,non-restrictive,bread,0
20,18,non-restrictive,spoon,0
20,18,non-restrictive,spatula,0
20,18,non-restrictive,bowl,0
13,18,restrictive,car,0
13,18,restrictive,boat,0
13,18,restrictive,birds,0
13,18,restrictive,sun,0
33,18,restrictive,kettle,0
33,18,restrictive,beer,0
33,18,restrictive,mug,0
33,18,restrictive,biscuit,0
29,18,restrictive,sock,0
29,18,restrictive,milk,18
29,18,restrictive,glove,0
29,18,restrictive,nut,0
46,18,non-restrictive,peeler,0
46,18,non-restrictive,pot,0
46,18,non-restrictive,carrot,0
46,18,non-restrictive,laddle,0
16,18,non-restrictive,hat,0
16,18,non-restrictive,wallet,0
16,18,non-restrictive,magnifying-glass,0
16,18,non-restrictive,folder,0
42,18,non-restrictive,cone,0
42,18,non-restrictive,shell,0
42,18,non-restrictive,orange,0
42,18,non-restrictive,stone,0
26,18,non-restrictive,peach,0
26,18,non-restrictive,rope,0
26,18,non-restrictive,canvas,0
26,18,non-restrictive,keyboard,0
45,18,restrictive,hammer,0
45,18,restrictive,dough,0
45,18,restrictive,glass,0
45,18,restrictive,ladle,0
50,18,non-restrictive,rubberband,0
50,18,non-restrictive,scissors,0
50,18,non-restrictive,stamp,104
50,18,non-restrictive,envelope,0
2,18,non-restrictive,chair,0
2,18,non-restrictive,lipstick,0
2,18,non-restrictive,wine,0
2,18,non-restrictive,cheese,0
47,18,restrictive,bow,0
47,18,restrictive,gum,0
47,18,restrictive,stand,0
47,18,restrictive,violin,0
22,18,non-restrictive,vase,0
22,18,non-restrictive,cushion,0
22,18,non-restrictive,flower,0
22,18,non-restrictive,magazine,0
11,18,restrictive,mirror,0
11,18,restrictive,dog,0
11,18,restrictive,wastebin,0
11,18,restrictive,washing-machine,0
9,18,restrictive,television,0
9,18,restrictive,piano,0
9,18,restrictive,table,0
9,18,restrictive,telephone,0
27,18,restrictive,package,0
27,18,restrictive,coin,0
27,18,restrictive,coaster,0
27,18,restrictive,candle,0
28,18,non-restrictive,lamp,0
28,18,non-restrictive,switch,0
28,18,non-restrictive,frame,0
28,18,non-restrictive,picture,0
6,18,non-restrictive,cactus,0
6,18,non-restrictive,moon,0
6,18,non-restrictive,mountain,0
6,18,non-restrictive,animal,0
18,18,non-restrictive,stone,0
18,18,non-restrictive,rope,0
18,18,non-restrictive,wood,0
18,18,non-restrictive,bucket,0
1,18,restrictive,ball,0
1,18,restrictive,cake,0
1,18,restrictive,toy-car,0
1,18,restrictive,toy-train,0
43,18,restrictive,apple,0
43,18,restrictive,chalk,0
43,18,restrictive,ruler,0
43,18,restrictive,shirt,0
30,18,non-restrictive,eraser,0
30,18,non-restrictive,tissue,0
30,18,non-restrictive,newspaper,0
30,18,non-restrictive,comb,0
41,18,restrictive,iron,0
41,18,restrictive,blouse,0
41,18,restrictive,pin,0
41,18,restrictive,toothbrish,0
19,18,restrictive,stick,0
19,18,restrictive,feather,0
19,18,restrictive,leaf,0
19,18,restrictive,football,0
37,18,restrictive,clips,0
37,18,restrictive,lego,0
37,18,restrictive,papers,0
37,18,restrictive,boxes,0
12,18,non-restrictive,bell,0
12,18,non-restrictive,drum,0
12,18,non-restrictive,duck,0
12,18,non-restrictive,bricks,0
34,18,non-restrictive,box,0
34,18,non-restrictive,gift,0
34,18,non-restrictive,suitcase,0
34,18,non-restrictive,envelope,0
31,18,restrictive,cap,0
31,18,restrictive,watch,0
31,18,restrictive,headphones,0
31,18,restrictive,dice,0
48,18,non-restrictive,carpet,0
48,18,non-restrictive,dustpan,0
48,18,non-restrictive,roller,0
48,18,non-restrictive,footstool,0
38,18,non-restrictive,marker,0
38,18,non-restrictive,key,0
38,18,non-restrictive,banana,0
38,18,non-restrictive,mitten,0
4,18,non-restrictive,baby,0
4,18,non-restrictive,plant,0
4,18,non-restrictive,stool,0
4,18,non-restrictive,rocking-horse,0
7,18,restrictive,knife,0
7,18,restrictive,weighing-scales,0
7,18,restrictive,jug,0
7,18,restrictive,mushrooms,0
39,18,restrictive,mop,0
39,18,restrictive,broom,0
39,18,restrictive,cloth,0
39,18,restrictive,apron,0
44,18,non-restrictive,safe,0
44,18,non-restrictive,pan,0
44,18,non-restrictive,bolt,0
44,18,non-restrictive,handle,0
10,18,non-restrictive,cup,0
10,18,non-restrictive,bag,0
10,18,non-restrictive,book,0
10,18,non-restrictive,door,0
35,18,restrictive,puzzle,0
35,18,restrictive,notebook,0
35,18,restrictive,pillow,0
35,18,restrictive,radio,0
3,18,restrictive,car,0
3,18,restrictive,houses,0
3,18,restrictive,dustbin,0
3,18,restrictive,man,0
14,18,non-restrictive,briefcase,0
14,18,non-restrictive,glasses,0
14,18,non-restrictive,cigarettes,0
14,18,non-restrictive,filofax,0
8,18,non-restrictive,child,0
8,18,non-restrictive,tv-monitor,0
8,18,non-restrictive,toy-bear,0
8,18,non-restrictive,microscope,0
